datetime,zone,carbon,updatedAt,createdAt,emissionFactorType,isEstimated,estimationMethod,hour,dayofweek
2025-09-18 22:00:00+00:00,JP-TK,549,2025-10-01T17:31:48.041Z,2025-09-18T01:41:04.455Z,lifecycle,True,MODE_BREAKDOWN,22,3
2025-09-18 23:00:00+00:00,JP-TK,512,2025-10-01T17:32:02.753Z,2025-09-18T01:41:04.455Z,lifecycle,True,MODE_BREAKDOWN,23,3
2025-09-19 00:00:00+00:00,JP-TK,483,2025-10-01T17:32:02.689Z,2025-09-18T01:41:04.455Z,lifecycle,True,MODE_BREAKDOWN,0,4
2025-09-19 01:00:00+00:00,JP-TK,444,2025-10-01T17:32:02.753Z,2025-09-18T01:41:18.526Z,lifecycle,True,MODE_BREAKDOWN,1,4
2025-09-19 02:00:00+00:00,JP-TK,430,2025-10-01T17:31:48.058Z,2025-09-18T01:41:18.526Z,lifecycle,True,MODE_BREAKDOWN,2,4
2025-09-19 03:00:00+00:00,JP-TK,420,2025-10-01T17:31:48.058Z,2025-09-18T01:41:04.455Z,lifecycle,True,MODE_BREAKDOWN,3,4
2025-09-19 04:00:00+00:00,JP-TK,441,2025-10-01T17:32:02.753Z,2025-09-18T01:41:26.974Z,lifecycle,True,MODE_BREAKDOWN,4,4
2025-09-19 05:00:00+00:00,JP-TK,482,2025-10-01T17:32:02.689Z,2025-09-18T01:41:18.526Z,lifecycle,True,MODE_BREAKDOWN,5,4
2025-09-19 06:00:00+00:00,JP-TK,529,2025-10-01T17:32:02.787Z,2025-09-18T01:41:04.455Z,lifecycle,True,MODE_BREAKDOWN,6,4
2025-09-19 07:00:00+00:00,JP-TK,572,2025-10-01T17:32:02.787Z,2025-09-18T01:41:30.170Z,lifecycle,True,MODE_BREAKDOWN,7,4
2025-09-19 08:00:00+00:00,JP-TK,595,2025-10-01T17:32:02.753Z,2025-09-18T01:41:04.455Z,lifecycle,True,MODE_BREAKDOWN,8,4
2025-09-19 09:00:00+00:00,JP-TK,597,2025-10-01T17:32:02.689Z,2025-09-18T01:41:30.170Z,lifecycle,True,MODE_BREAKDOWN,9,4
2025-09-19 10:00:00+00:00,JP-TK,595,2025-10-01T17:32:02.753Z,2025-09-18T01:41:04.455Z,lifecycle,True,MODE_BREAKDOWN,10,4
2025-09-19 11:00:00+00:00,JP-TK,595,2025-10-01T17:32:02.689Z,2025-09-18T01:41:04.455Z,lifecycle,True,MODE_BREAKDOWN,11,4
2025-09-19 12:00:00+00:00,JP-TK,595,2025-10-01T17:32:02.689Z,2025-09-18T01:41:18.526Z,lifecycle,True,MODE_BREAKDOWN,12,4
2025-09-19 13:00:00+00:00,JP-TK,593,2025-10-01T17:32:02.787Z,2025-09-18T01:41:30.170Z,lifecycle,True,MODE_BREAKDOWN,13,4
